timestamp_start,timestamp_end,database,test_type,scale,simultaneity,threads,total_time,tps,qps,lat_min,lat_avg,lat_max,lat_95th
"2025-12-18T22:36:17-03:00
2026-02-02T21:34:56-03:00
2026-02-02T22:02:27-03:00","2025-12-18T22:37:19-03:00
2026-02-02T21:35:59-03:00
2026-02-02T22:03:31-03:00",vitess,delete_9,baixa,paralelo,50,0,13920,13920,18.46,215.80,704.03,369.77
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_10,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_1,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_2,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_3,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_4,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_5,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_6,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_7,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_8,baixa,paralelo,50,0,0,0,0,0,0,0
"2025-12-18T22:29:43-03:00
2026-02-02T21:27:34-03:00
2026-02-02T21:55:05-03:00
2026-02-02T22:11:39-03:00","2025-12-18T22:30:56-03:00
2026-02-02T21:27:48-03:00
2026-02-02T21:55:19-03:00
2026-02-02T22:11:52-03:00",vitess,read_9,baixa,paralelo,50,0,0,0,0,0,0,0
