[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] Flag --clusters_to_watch has been deprecated, use --clusters-to-watch instead 
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] Flag --topo_global_root has been deprecated, use --topo-global-root instead 
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] Flag --topo_global_server_address has been deprecated, use --topo-global-server-address instead 
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] Flag --topo_implementation has been deprecated, use --topo-implementation instead 
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:13.904555       1 servenv_unix.go:57] Version: 23.0.0 (Git revision bee41a670a0e18e7400364712263bab171ee89dc branch 'HEAD') built on Tue Nov  4 14:37:43 UTC 2025 by vitess@buildkitsandbox using go1.25.1 linux/amd64
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] E0212 18:42:13.905010       1 syslogger.go:171] can't connect to syslog: Unix syslog delivery error
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:44.055841       1 analysis_dao.go:375] analysis: Alias: zone1-1085274074, Keyspace: benchmark, Shard: -33, IsPrimary: false, LastCheckValid: false, LastCheckPartialSuccess: false, CountReplicas: 0, CountValidReplicas: 0, CountValidReplicatingReplicas: 0, CountLaggingReplicas: 0, CountDelayedReplicas: 0
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:44.060364       1 log.go:135] Recovery for InvalidReplica on benchmark/-33: Starting checkAndRecover
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 18:42:44.063570       1 log.go:155] Recovery for InvalidReplica on benchmark/-33: Skipping recovery for problem: InvalidReplica, recovery: NoRecoveryAction, reason: , aborting recovery
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 18:42:44.063677       1 log.go:155] Recovery for InvalidReplica on benchmark/-33: executeCheckAndRecoverFunction: ignoring analysisEntry that has no action plan: tablet: zone1-1085274074
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:44.073952       1 tablet_discovery.go:348] Discovered: alias:{cell:"zone1" uid:942943782} hostname:"10.0.3.237" port_map:{key:"grpc" value:15999} port_map:{key:"vt" value:15000} keyspace:"benchmark" shard:"-33" key_range:{end:"3"} type:REPLICA db_name_override:"benchmark" mysql_hostname:"10.0.3.237" default_conn_collation:255
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 18:42:44.083719       1 component.go:39] [core] [Channel #11 SubChannel #12]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.3.237:15999", ServerName: "10.0.3.237:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.3.237:15999: connect: connection refused"
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 18:42:45.054496       1 component.go:39] [core] [Channel #9 SubChannel #10]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.4.122:15999", ServerName: "10.0.4.122:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.4.122:15999: connect: connection refused"
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 18:42:45.085955       1 component.go:39] [core] [Channel #11 SubChannel #12]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.3.237:15999", ServerName: "10.0.3.237:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.3.237:15999: connect: connection refused"
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 18:42:46.801080       1 component.go:39] [core] [Channel #11 SubChannel #12]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.3.237:15999", ServerName: "10.0.3.237:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.3.237:15999: connect: connection refused"
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 18:42:46.972928       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-1085274074, took 2.9263s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 18:42:49.374726       1 component.go:39] [core] [Channel #11 SubChannel #12]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.3.237:15999", ServerName: "10.0.3.237:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.3.237:15999: connect: connection refused"
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 18:42:53.180889       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 9.1065s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.182678       1 log.go:135] Recovery for ClusterHasNoPrimary on benchmark/-33: Starting checkAndRecover
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.182697       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/-33: executeCheckAndRecoverFunction: proceeding with ClusterHasNoPrimary detection on zone1-0942943782; isActionable?: true
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.183989       1 locks.go:166] Locking shard benchmark/-33 for action VTOrc Recovery for ClusterHasNoPrimary on zone1-0942943782 with options: {lockType:1 ttl:0}
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] E0212 18:42:53.187383       1 log.go:170] Recovery for ClusterHasNoPrimary on benchmark/-33: Failed to lock shard, aborting recovery: node already exists: lock already exists at path keyspaces/benchmark/shards/-33
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] E0212 18:42:53.187537       1 topology_recovery.go:988] node already exists: lock already exists at path keyspaces/benchmark/shards/-33
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.909845       1 log.go:135] Recovery for ClusterHasNoPrimary on benchmark/-33: Starting checkAndRecover
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.910032       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/-33: executeCheckAndRecoverFunction: proceeding with ClusterHasNoPrimary detection on zone1-0942943782; isActionable?: true
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.910270       1 locks.go:166] Locking shard benchmark/-33 for action VTOrc Recovery for ClusterHasNoPrimary on zone1-0942943782 with options: {lockType:1 ttl:0}
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.921938       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/-33: executeCheckAndRecoverFunction: Proceeding with ClusterHasNoPrimary recovery on zone1-0942943782 validation after acquiring shard lock.
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.925563       1 log.go:135] Recovery for ClusterHasNoPrimary on benchmark/-33: Force refreshing all shard tablets
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.936956       1 tablet_discovery.go:348] Discovered: alias:{cell:"zone1" uid:1085274074} hostname:"10.0.4.122" port_map:{key:"grpc" value:15999} port_map:{key:"vt" value:15000} keyspace:"benchmark" shard:"-33" key_range:{end:"3"} type:REPLICA db_name_override:"benchmark" mysql_hostname:"10.0.4.122" mysql_port:3306 default_conn_collation:255
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.937994       1 tablet_discovery.go:348] Discovered: alias:{cell:"zone1" uid:942943782} hostname:"10.0.3.237" port_map:{key:"grpc" value:15999} port_map:{key:"vt" value:15000} keyspace:"benchmark" shard:"-33" key_range:{end:"3"} type:PRIMARY db_name_override:"benchmark" mysql_hostname:"10.0.3.237" mysql_port:3306 primary_term_start_time:{seconds:1770921771 nanoseconds:842191259} default_conn_collation:255
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.950393       1 vtorc.go:198] Force discovered - &{Hostname:10.0.3.237 Port:3306 InstanceAlias:zone1-0942943782 TabletType:PRIMARY Cell:zone1 ServerID:1590358374 ServerUUID:96212b72-0842-11f1-a59b-c660c62f48c7 Version:8.4.6 VersionComment:MySQL Community Server - GPL FlavorName: ReadOnly:false BinlogFormat:ROW BinlogRowImage:FULL LogBinEnabled:true LogReplicationUpdatesEnabled:true SelfBinlogCoordinates:vt-0942943782-bin.000001:14726 SourceHost: SourcePort:0 SourceUUID: AncestryUUID:96212b72-0842-11f1-a59b-c660c62f48c7 ReplicaNetTimeout:0 HeartbeatInterval:0 ReplicationSQLThreadRuning:false ReplicationIOThreadRuning:false ReplicationSQLThreadState:-1 ReplicationIOThreadState:-1 HasReplicationFilters:false GTIDMode:ON SupportsOracleGTID:true UsingOracleGTID:false ReadBinlogCoordinates::0 ExecBinlogCoordinates::0 IsDetached:false RelaylogCoordinates::0 LastSQLError: LastIOError: SecondsBehindPrimary:{Int64:0 Valid:false} SQLDelay:0 ExecutedGtidSet:96212b72-0842-11f1-a59b-c660c62f48c7:1-25 GtidPurged: GtidErrant: primaryExecutedGtidSet: ReplicationLagSeconds:{Int64:0 Valid:false} ReplicationDepth:0 IsCoPrimary:false HasReplicationCredentials:false SemiSyncEnforced:false SemiSyncPrimaryEnabled:false SemiSyncReplicaEnabled:false SemiSyncPrimaryTimeout:1000000000000000000 SemiSyncPrimaryWaitForReplicaCount:1 SemiSyncPrimaryStatus:false SemiSyncPrimaryClients:0 SemiSyncReplicaStatus:false SemiSyncBlocked:false LastSeenTimestamp: IsLastCheckValid:true IsUpToDate:true IsRecentlyChecked:true SecondsSinceLastSeen:{Int64:0 Valid:false} StalledDisk:false AllowTLS:false Problems:[] LastDiscoveryLatency:10.408675ms}, err - <nil>
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.951036       1 vtorc.go:198] Force discovered - &{Hostname:10.0.4.122 Port:3306 InstanceAlias:zone1-1085274074 TabletType:REPLICA Cell:zone1 ServerID:643541674 ServerUUID:930388f5-0842-11f1-9d93-163c8559488f Version:8.4.6 VersionComment:MySQL Community Server - GPL FlavorName: ReadOnly:true BinlogFormat:ROW BinlogRowImage:FULL LogBinEnabled:true LogReplicationUpdatesEnabled:true SelfBinlogCoordinates:vt-1085274074-bin.000001:14705 SourceHost:10.0.3.237 SourcePort:3306 SourceUUID:96212b72-0842-11f1-a59b-c660c62f48c7 AncestryUUID:96212b72-0842-11f1-a59b-c660c62f48c7,930388f5-0842-11f1-9d93-163c8559488f ReplicaNetTimeout:8 HeartbeatInterval:4 ReplicationSQLThreadRuning:true ReplicationIOThreadRuning:true ReplicationSQLThreadState:1 ReplicationIOThreadState:1 HasReplicationFilters:false GTIDMode:ON SupportsOracleGTID:true UsingOracleGTID:true ReadBinlogCoordinates:vt-0942943782-bin.000001:14726 ExecBinlogCoordinates:vt-0942943782-bin.000001:14726 IsDetached:false RelaylogCoordinates:vt-1085274074-relay-bin.000002:14818 LastSQLError: LastIOError: SecondsBehindPrimary:{Int64:0 Valid:true} SQLDelay:0 ExecutedGtidSet:96212b72-0842-11f1-a59b-c660c62f48c7:1-25 GtidPurged:96212b72-0842-11f1-a59b-c660c62f48c7:1 GtidErrant: primaryExecutedGtidSet:96212b72-0842-11f1-a59b-c660c62f48c7:1-25 ReplicationLagSeconds:{Int64:0 Valid:true} ReplicationDepth:1 IsCoPrimary:false HasReplicationCredentials:true SemiSyncEnforced:false SemiSyncPrimaryEnabled:false SemiSyncReplicaEnabled:false SemiSyncPrimaryTimeout:1000000000000000000 SemiSyncPrimaryWaitForReplicaCount:1 SemiSyncPrimaryStatus:false SemiSyncPrimaryClients:0 SemiSyncReplicaStatus:false SemiSyncBlocked:false LastSeenTimestamp: IsLastCheckValid:true IsUpToDate:true IsRecentlyChecked:true SecondsSinceLastSeen:{Int64:0 Valid:false} StalledDisk:false AllowTLS:false Problems:[] LastDiscoveryLatency:12.778141ms}, err - <nil>
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.952479       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/-33: Analysis: ClusterHasNoPrimary on tablet zone1-0942943782 - No longer valid, some other agent must have fixed the problem.
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 18:42:53.952513       1 locks.go:218] Unlocking shard benchmark/-33 for successful action VTOrc Recovery for ClusterHasNoPrimary on zone1-0942943782
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 19:20:42.721582       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.8071s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 19:20:51.965829       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.0559s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:36:27.985571       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.0734s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 20:36:30.922454       1 analysis_dao.go:375] analysis: Alias: zone1-0942943782, Keyspace: benchmark, Shard: -33, IsPrimary: true, LastCheckValid: false, LastCheckPartialSuccess: true, CountReplicas: 1, CountValidReplicas: 1, CountValidReplicatingReplicas: 1, CountLaggingReplicas: 0, CountDelayedReplicas: 0
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:36:31.098583       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.1875s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:36:45.306510       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.3984s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:37:06.928920       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.0198s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:37:10.224821       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.3099s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:42:23.302326       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.3914s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 20:45:30.912008       1 analysis_dao.go:375] analysis: Alias: zone1-0942943782, Keyspace: benchmark, Shard: -33, IsPrimary: true, LastCheckValid: false, LastCheckPartialSuccess: true, CountReplicas: 1, CountValidReplicas: 1, CountValidReplicatingReplicas: 1, CountLaggingReplicas: 0, CountDelayedReplicas: 0
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:45:32.176578       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 3.2626s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:45:37.765874       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 2.8445s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:45:41.590679       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.6779s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:45:49.799687       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 2.8845s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:45:54.395032       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 2.4866s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:45:58.359184       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.4490s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:46:02.059659       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.1513s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:46:06.028930       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.1191s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:46:10.824137       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.9157s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:46:14.358589       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.4386s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:46:18.900345       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.9885s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 20:46:22.288038       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.3769s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:24:32.102753       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.1937s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:24:42.308708       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.3958s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:24:52.578328       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.6704s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:25:22.990300       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.0755s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:33:41.036428       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.1255s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] I0212 21:33:47.929478       1 analysis_dao.go:375] analysis: Alias: zone1-0942943782, Keyspace: benchmark, Shard: -33, IsPrimary: true, LastCheckValid: false, LastCheckPartialSuccess: true, CountReplicas: 1, CountValidReplicas: 1, CountValidReplicatingReplicas: 1, CountLaggingReplicas: 0, CountDelayedReplicas: 0
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:33:47.954218       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.0448s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:33:52.042040       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 2.1161s
[pod/example-benchmark-x-33-zone1-vtorc-30274db2-697c55f4bb-nzrk2/vtorc] W0212 21:34:02.502536       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0942943782, took 1.5916s
