[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] Flag --clusters_to_watch has been deprecated, use --clusters-to-watch instead 
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] Flag --topo_global_root has been deprecated, use --topo-global-root instead 
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] Flag --topo_global_server_address has been deprecated, use --topo-global-server-address instead 
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] Flag --topo_implementation has been deprecated, use --topo-implementation instead 
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:13.446291       1 servenv_unix.go:57] Version: 23.0.0 (Git revision bee41a670a0e18e7400364712263bab171ee89dc branch 'HEAD') built on Tue Nov  4 14:37:43 UTC 2025 by vitess@buildkitsandbox using go1.25.1 linux/amd64
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] E0212 18:42:13.446880       1 syslogger.go:171] can't connect to syslog: Unix syslog delivery error
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:47.455894       1 log.go:135] Recovery for ClusterHasNoPrimary on benchmark/66-99: Starting checkAndRecover
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:47.456206       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/66-99: executeCheckAndRecoverFunction: proceeding with ClusterHasNoPrimary detection on zone1-1954987028; isActionable?: true
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:47.458312       1 locks.go:166] Locking shard benchmark/66-99 for action VTOrc Recovery for ClusterHasNoPrimary on zone1-1954987028 with options: {lockType:1 ttl:0}
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] E0212 18:42:47.460827       1 log.go:170] Recovery for ClusterHasNoPrimary on benchmark/66-99: Failed to lock shard, aborting recovery: node already exists: lock already exists at path keyspaces/benchmark/shards/66-99
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] E0212 18:42:47.460942       1 topology_recovery.go:988] node already exists: lock already exists at path keyspaces/benchmark/shards/66-99
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:48.457662       1 log.go:135] Recovery for ClusterHasNoPrimary on benchmark/66-99: Starting checkAndRecover
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:48.457892       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/66-99: executeCheckAndRecoverFunction: proceeding with ClusterHasNoPrimary detection on zone1-1954987028; isActionable?: true
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:48.459273       1 locks.go:166] Locking shard benchmark/66-99 for action VTOrc Recovery for ClusterHasNoPrimary on zone1-1954987028 with options: {lockType:1 ttl:0}
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] E0212 18:42:48.466914       1 log.go:170] Recovery for ClusterHasNoPrimary on benchmark/66-99: Failed to lock shard, aborting recovery: node already exists: lock already exists at path keyspaces/benchmark/shards/66-99
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] E0212 18:42:48.467005       1 topology_recovery.go:988] node already exists: lock already exists at path keyspaces/benchmark/shards/66-99
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:49.454888       1 log.go:135] Recovery for ClusterHasNoPrimary on benchmark/66-99: Starting checkAndRecover
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:49.454987       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/66-99: executeCheckAndRecoverFunction: proceeding with ClusterHasNoPrimary detection on zone1-1954987028; isActionable?: true
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:49.456022       1 locks.go:166] Locking shard benchmark/66-99 for action VTOrc Recovery for ClusterHasNoPrimary on zone1-1954987028 with options: {lockType:1 ttl:0}
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:49.465706       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/66-99: executeCheckAndRecoverFunction: Proceeding with ClusterHasNoPrimary recovery on zone1-1954987028 validation after acquiring shard lock.
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:49.467996       1 log.go:135] Recovery for ClusterHasNoPrimary on benchmark/66-99: Force refreshing all shard tablets
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:49.477703       1 tablet_discovery.go:348] Discovered: alias:{cell:"zone1" uid:3655057523} hostname:"10.0.4.61" port_map:{key:"grpc" value:15999} port_map:{key:"vt" value:15000} keyspace:"benchmark" shard:"66-99" key_range:{start:"f" end:"\x99"} type:REPLICA db_name_override:"benchmark" mysql_hostname:"10.0.4.61" mysql_port:3306 default_conn_collation:255
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:49.478765       1 tablet_discovery.go:348] Discovered: alias:{cell:"zone1" uid:1954987028} hostname:"10.0.3.106" port_map:{key:"grpc" value:15999} port_map:{key:"vt" value:15000} keyspace:"benchmark" shard:"66-99" key_range:{start:"f" end:"\x99"} type:PRIMARY db_name_override:"benchmark" mysql_hostname:"10.0.3.106" mysql_port:3306 primary_term_start_time:{seconds:1770921766 nanoseconds:334893341} default_conn_collation:255
[pod/example-benchmark-66-99-zone1-vtorc-77bc27e1-59f6db89bd-6fxvl/vtorc] I0212 18:42:49.488305       1 vtorc.go:198] Force discovered - &{Hostname:10.0.4.61 Port:3306 InstanceAlias:zone1-3655057523 TabletType:REPLICA Cell:zone1 ServerID:194636112 ServerUUID:9305af78-0842-11f1-bf0a-ba9bf895100f Version:8.4.6 VersionComment:MySQL Community Server - GPL FlavorName: ReadOnly:true BinlogFormat:ROW BinlogRowImage:FULL LogBinEnabled:true LogReplicationUpdatesEnabled:true SelfBinlogCoordinates:vt-3655057523-bin.000001:14705 SourceHost:10.0.3.106 SourcePort:3306 SourceUUID:94a8a97f-0842-11f1-8f82-52b42d9a0bb1 AncestryUUID:9305af78-0842-11f1-bf0a-ba9bf895100f ReplicaNetTimeout:8 HeartbeatInterval:4 ReplicationSQLThreadRuning:true ReplicationIOThreadRuning:true ReplicationSQLThreadState:1 ReplicationIOThreadState:1 HasReplicationFilters:false GTIDMode:ON SupportsOracleGTID:true UsingOracleGTID:true ReadBinlogCoordinates:vt-1954987028-bin.000001:14726 ExecBinlogCoordinates:vt-1954987028-bin.000001:14726 IsDetached:false RelaylogCoordinates:vt-3655057523-relay-bin.000002:14818 LastSQLError: LastIOError: SecondsBehindPrimary:{Int64:0 Valid:true} SQLDelay:0 ExecutedGtidSet:94a8a97f-0842-11f1-8f82-52b42d9a0bb1:1-25 GtidPurged:94a8a97f-0842-11f1-8f82-52b42d9a0bb1:1 GtidErrant: primaryExecutedGtidSet: ReplicationLagSeconds:{Int64:0 Valid:true} ReplicationDepth:0 IsCoPrimary:false HasReplicationCredentials:true SemiSyncEnforced:false SemiSyncPrimaryEnabled:false SemiSyncReplicaEnabled:false SemiSyncPrimaryTimeout:1000000000000000000 SemiSyncPrimaryWaitForReplicaCount:1 SemiSyncPrimaryStatus:false SemiSyncPrimaryClients:0 SemiSyncReplicaStatus:false SemiSyncBlocked:false LastSeenTimestamp: IsLastCheckValid:true IsUpToDate:true IsRecentlyChecked:true SecondsSinceLastSeen:{Int64:0 Valid:false} StalledDisk:false AllowTLS:false Problems:[] LastDiscoveryLatency:9.358487ms}, err - <nil>
