[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] Flag --clusters_to_watch has been deprecated, use --clusters-to-watch instead 
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] Flag --topo_global_root has been deprecated, use --topo-global-root instead 
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] Flag --topo_global_server_address has been deprecated, use --topo-global-server-address instead 
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] Flag --topo_implementation has been deprecated, use --topo-implementation instead 
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:13.847452       1 servenv_unix.go:57] Version: 23.0.0 (Git revision bee41a670a0e18e7400364712263bab171ee89dc branch 'HEAD') built on Tue Nov  4 14:37:43 UTC 2025 by vitess@buildkitsandbox using go1.25.1 linux/amd64
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] E0212 18:42:13.848109       1 syslogger.go:171] can't connect to syslog: Unix syslog delivery error
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:31.526471       1 component.go:39] [core] [Channel #7 SubChannel #8]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.4.120:15999", ServerName: "10.0.4.120:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.4.120:15999: connect: connection refused"
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:34.004139       1 component.go:39] [core] [Channel #7 SubChannel #8]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.4.120:15999", ServerName: "10.0.4.120:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.4.120:15999: connect: connection refused"
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:38.110617       1 component.go:39] [core] [Channel #7 SubChannel #8]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.4.120:15999", ServerName: "10.0.4.120:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.4.120:15999: connect: connection refused"
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:43.834929       1 component.go:39] [core] [Channel #7 SubChannel #8]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.4.120:15999", ServerName: "10.0.4.120:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.4.120:15999: connect: connection refused"
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:43.991399       1 vtorc.go:204]  DiscoverInstance(zone1-0975494357) instance is nil in 15.006s (Backend: 0.001s, Instance: 15.005s), error=Code: DEADLINE_EXCEEDED
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] rpc error: code = DeadlineExceeded desc = latest balancer error: connection error: desc = "transport: Error while dialing: dial tcp 10.0.4.120:15999: connect: connection refused"
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:43.991465       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 15.0062s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:43.993578       1 component.go:39] [core] [Channel #9 SubChannel #10]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.4.120:15999", ServerName: "10.0.4.120:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.4.120:15999: connect: connection refused"
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:44.021609       1 tablet_discovery.go:348] Discovered: alias:{cell:"zone1" uid:540814898} hostname:"10.0.3.37" port_map:{key:"grpc" value:15999} port_map:{key:"vt" value:15000} keyspace:"benchmark" shard:"cc-" key_range:{start:"\xcc"} type:REPLICA db_name_override:"benchmark" mysql_hostname:"10.0.3.37" default_conn_collation:255
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:44.024356       1 component.go:39] [core] [Channel #11 SubChannel #12]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.3.37:15999", ServerName: "10.0.3.37:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.3.37:15999: connect: connection refused"
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:44.994196       1 component.go:39] [core] [Channel #9 SubChannel #10]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.4.120:15999", ServerName: "10.0.4.120:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.4.120:15999: connect: connection refused"
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:45.026374       1 component.go:39] [core] [Channel #11 SubChannel #12]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.3.37:15999", ServerName: "10.0.3.37:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.3.37:15999: connect: connection refused"
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:46.494657       1 component.go:39] [core] [Channel #11 SubChannel #12]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.3.37:15999", ServerName: "10.0.3.37:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.3.37:15999: connect: connection refused"
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:46.777636       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 2.7854s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:48.946756       1 component.go:39] [core] [Channel #11 SubChannel #12]grpc: addrConn.createTransport failed to connect to {Addr: "10.0.3.37:15999", ServerName: "10.0.3.37:15999", }. Err: connection error: desc = "transport: Error while dialing: dial tcp 10.0.3.37:15999: connect: connection refused"
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 18:42:52.285744       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0540814898, took 8.2638s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.288507       1 log.go:135] Recovery for ClusterHasNoPrimary on benchmark/cc-: Starting checkAndRecover
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.288545       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/cc-: executeCheckAndRecoverFunction: proceeding with ClusterHasNoPrimary detection on zone1-0540814898; isActionable?: true
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.290285       1 locks.go:166] Locking shard benchmark/cc- for action VTOrc Recovery for ClusterHasNoPrimary on zone1-0540814898 with options: {lockType:1 ttl:0}
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] E0212 18:42:52.293827       1 log.go:170] Recovery for ClusterHasNoPrimary on benchmark/cc-: Failed to lock shard, aborting recovery: node already exists: lock already exists at path keyspaces/benchmark/shards/cc-
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] E0212 18:42:52.294003       1 topology_recovery.go:988] node already exists: lock already exists at path keyspaces/benchmark/shards/cc-
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.858241       1 log.go:135] Recovery for ClusterHasNoPrimary on benchmark/cc-: Starting checkAndRecover
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.858284       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/cc-: executeCheckAndRecoverFunction: proceeding with ClusterHasNoPrimary detection on zone1-0540814898; isActionable?: true
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.859134       1 locks.go:166] Locking shard benchmark/cc- for action VTOrc Recovery for ClusterHasNoPrimary on zone1-0540814898 with options: {lockType:1 ttl:0}
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.873188       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/cc-: executeCheckAndRecoverFunction: Proceeding with ClusterHasNoPrimary recovery on zone1-0540814898 validation after acquiring shard lock.
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.880788       1 log.go:135] Recovery for ClusterHasNoPrimary on benchmark/cc-: Force refreshing all shard tablets
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.901590       1 tablet_discovery.go:348] Discovered: alias:{cell:"zone1" uid:540814898} hostname:"10.0.3.37" port_map:{key:"grpc" value:15999} port_map:{key:"vt" value:15000} keyspace:"benchmark" shard:"cc-" key_range:{start:"\xcc"} type:REPLICA db_name_override:"benchmark" mysql_hostname:"10.0.3.37" mysql_port:3306 default_conn_collation:255
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.903372       1 tablet_discovery.go:348] Discovered: alias:{cell:"zone1" uid:975494357} hostname:"10.0.4.120" port_map:{key:"grpc" value:15999} port_map:{key:"vt" value:15000} keyspace:"benchmark" shard:"cc-" key_range:{start:"\xcc"} type:PRIMARY db_name_override:"benchmark" mysql_hostname:"10.0.4.120" mysql_port:3306 primary_term_start_time:{seconds:1770921771 nanoseconds:87478934} default_conn_collation:255
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.915098       1 vtorc.go:198] Force discovered - &{Hostname:10.0.3.37 Port:3306 InstanceAlias:zone1-0540814898 TabletType:REPLICA Cell:zone1 ServerID:1032578643 ServerUUID:96043ca1-0842-11f1-9750-2abf61a7fa80 Version:8.4.6 VersionComment:MySQL Community Server - GPL FlavorName: ReadOnly:true BinlogFormat:ROW BinlogRowImage:FULL LogBinEnabled:true LogReplicationUpdatesEnabled:true SelfBinlogCoordinates:vt-0540814898-bin.000001:14705 SourceHost:10.0.4.120 SourcePort:3306 SourceUUID:937aeb76-0842-11f1-bc3d-86d7f8eb84a9 AncestryUUID:96043ca1-0842-11f1-9750-2abf61a7fa80 ReplicaNetTimeout:8 HeartbeatInterval:4 ReplicationSQLThreadRuning:true ReplicationIOThreadRuning:true ReplicationSQLThreadState:1 ReplicationIOThreadState:1 HasReplicationFilters:false GTIDMode:ON SupportsOracleGTID:true UsingOracleGTID:true ReadBinlogCoordinates:vt-0975494357-bin.000001:14726 ExecBinlogCoordinates:vt-0975494357-bin.000001:11841 IsDetached:false RelaylogCoordinates:vt-0540814898-relay-bin.000002:11933 LastSQLError: LastIOError: SecondsBehindPrimary:{Int64:2 Valid:true} SQLDelay:0 ExecutedGtidSet:937aeb76-0842-11f1-bc3d-86d7f8eb84a9:1-25 GtidPurged:937aeb76-0842-11f1-bc3d-86d7f8eb84a9:1 GtidErrant: primaryExecutedGtidSet: ReplicationLagSeconds:{Int64:2 Valid:true} ReplicationDepth:0 IsCoPrimary:false HasReplicationCredentials:true SemiSyncEnforced:false SemiSyncPrimaryEnabled:false SemiSyncReplicaEnabled:false SemiSyncPrimaryTimeout:1000000000000000000 SemiSyncPrimaryWaitForReplicaCount:1 SemiSyncPrimaryStatus:false SemiSyncPrimaryClients:0 SemiSyncReplicaStatus:false SemiSyncBlocked:false LastSeenTimestamp: IsLastCheckValid:true IsUpToDate:true IsRecentlyChecked:true SecondsSinceLastSeen:{Int64:0 Valid:false} StalledDisk:false AllowTLS:false Problems:[] LastDiscoveryLatency:11.325546ms}, err - <nil>
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.923713       1 vtorc.go:198] Force discovered - &{Hostname:10.0.4.120 Port:3306 InstanceAlias:zone1-0975494357 TabletType:PRIMARY Cell:zone1 ServerID:1054318282 ServerUUID:937aeb76-0842-11f1-bc3d-86d7f8eb84a9 Version:8.4.6 VersionComment:MySQL Community Server - GPL FlavorName: ReadOnly:false BinlogFormat:ROW BinlogRowImage:FULL LogBinEnabled:true LogReplicationUpdatesEnabled:true SelfBinlogCoordinates:vt-0975494357-bin.000001:14726 SourceHost: SourcePort:0 SourceUUID: AncestryUUID:937aeb76-0842-11f1-bc3d-86d7f8eb84a9 ReplicaNetTimeout:0 HeartbeatInterval:0 ReplicationSQLThreadRuning:false ReplicationIOThreadRuning:false ReplicationSQLThreadState:-1 ReplicationIOThreadState:-1 HasReplicationFilters:false GTIDMode:ON SupportsOracleGTID:true UsingOracleGTID:false ReadBinlogCoordinates::0 ExecBinlogCoordinates::0 IsDetached:false RelaylogCoordinates::0 LastSQLError: LastIOError: SecondsBehindPrimary:{Int64:0 Valid:false} SQLDelay:0 ExecutedGtidSet:937aeb76-0842-11f1-bc3d-86d7f8eb84a9:1-25 GtidPurged: GtidErrant: primaryExecutedGtidSet: ReplicationLagSeconds:{Int64:0 Valid:false} ReplicationDepth:0 IsCoPrimary:false HasReplicationCredentials:false SemiSyncEnforced:false SemiSyncPrimaryEnabled:false SemiSyncReplicaEnabled:false SemiSyncPrimaryTimeout:1000000000000000000 SemiSyncPrimaryWaitForReplicaCount:1 SemiSyncPrimaryStatus:false SemiSyncPrimaryClients:0 SemiSyncReplicaStatus:false SemiSyncBlocked:false LastSeenTimestamp: IsLastCheckValid:true IsUpToDate:true IsRecentlyChecked:true SecondsSinceLastSeen:{Int64:0 Valid:false} StalledDisk:false AllowTLS:false Problems:[] LastDiscoveryLatency:16.189801ms}, err - <nil>
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.926974       1 log.go:140] Recovery for ClusterHasNoPrimary on benchmark/cc-: Analysis: ClusterHasNoPrimary on tablet zone1-0540814898 - No longer valid, some other agent must have fixed the problem.
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] I0212 18:42:52.927258       1 locks.go:218] Unlocking shard benchmark/cc- for successful action VTOrc Recovery for ClusterHasNoPrimary on zone1-0540814898
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 20:42:26.682625       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.8102s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 20:42:36.271317       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.4034s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 20:42:40.474043       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.6160s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 20:42:54.959361       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.0984s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 20:42:58.368691       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.5047s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 20:43:07.973076       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.1116s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 20:43:11.141147       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.2839s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 21:31:02.950072       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.0912s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 21:31:10.998235       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.1261s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 21:31:14.237740       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.3802s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 21:31:36.173254       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.3173s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 21:34:00.094881       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.2126s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 21:59:49.100879       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.2317s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 22:00:19.915319       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.0574s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 22:00:26.472609       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.6023s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 22:02:59.909377       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.0534s
[pod/example-benchmark-cc-x-zone1-vtorc-aa1af259-69c76fd87b-srmcj/vtorc] W0212 23:29:44.807038       1 vtorc.go:153] discoverInstance exceeded InstancePollSeconds for zone1-0975494357, took 1.9521s
